source_id,country,chip_id,is_eog_flare,status,chip_file,crs,clear_fraction,center_clear_fraction,worldcover_valid_fraction,scene_id,scene_datetime,requested_lon,requested_lat,reused_from,error
India_949675,India,cb7b56f8553f14d730b8,0,ok,cb7b56f8553f14d730b8.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44QNE_20240429T050507_L2A,2024-04-29T05:13:56.644000Z,81.74921,17.46209,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_440180,India,d8a6cecd837315df65e3,0,ok,d8a6cecd837315df65e3.npz,EPSG:32644,0.9993,1.0,1.0,S2A_T44QPD_20230301T051224_L2A,2023-03-01T05:14:05.350000Z,82.02579,16.88599,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_183492,India,8f140281981eb706f4e1,1,ok,8f140281981eb706f4e1.npz,EPSG:32646,0.9999,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.26675296296297,27.315170555555554,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_549099,India,35eff24354a501ed74e7,0,ok,35eff24354a501ed74e7.npz,EPSG:32647,0.943575,1.0,1.0,S2A_T47RKM_20241215T041416_L2A,2024-12-15T04:20:34.121000Z,96.64524,27.98017,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_961743,India,c945d94c660ade1c968e,0,ok,c945d94c660ade1c968e.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44RKT_20241204T053602_L2A,2024-12-04T05:40:46.177000Z,78.01801,29.15507,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_64730,India,c31190ea41624b83fefe,1,ok,c31190ea41624b83fefe.npz,EPSG:32643,1.0,1.0,1.0,S2B_T42QZJ_20221218T054234_L2A,2022-12-18T05:53:08.056000Z,72.92129,21.56896,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_452750,India,b2ec02808edcb1de49df,0,ok,b2ec02808edcb1de49df.npz,EPSG:32643,0.986525,1.0,1.0,S2A_T43REP_20241013T054552_L2A,2024-10-13T05:50:35.409000Z,76.0802,30.69258,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_318060,India,0962f5fc8cbcef97ef54,0,ok,0962f5fc8cbcef97ef54.npz,EPSG:32643,0.9941,1.0,1.0,S2B_T43PDS_20230312T052443_L2A,2023-03-12T05:34:59.508000Z,75.07228,14.62928,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_991449,India,526dc7002a369da84c61,1,ok,526dc7002a369da84c61.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QBE_20241127T054324_L2A,2024-11-27T05:52:59.069000Z,72.97004,21.98683,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_898476,India,14fb2938c656e979d4ee,0,ok,14fb2938c656e979d4ee.npz,EPSG:32644,0.9939,0.9944,1.0,S2A_T44QLE_20240328T051856_L2A,2024-03-28T05:23:59.363000Z,79.66148,17.50531,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_69724,India,45131314f9ae802d8d85,0,ok,45131314f9ae802d8d85.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46REQ_20230108T042807_L2A,2023-01-08T04:31:07.023000Z,93.371835,26.6554475,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_334951,India,5b37a7417fe045e57b83,1,ok,5b37a7417fe045e57b83.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43RFM_20230203T053321_L2A,2023-02-03T05:41:03.655000Z,76.8945025,28.7534025,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_974439,India,8c9249165fbcbd515e9d,0,ok,8c9249165fbcbd515e9d.npz,EPSG:32643,0.9815,0.96,1.0,S2B_T43RFQ_20231004T054609_L2A,2023-10-04T05:50:19.156000Z,76.6974,31.49831,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_921927,India,1d08df283983b25d88e4,0,ok,1d08df283983b25d88e4.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43PGR_20240427T051439_L2A,2024-04-27T05:25:07.645000Z,77.55997,13.56563,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_217749,India,d5ee9e328b23debbd45a,1,ok,d5ee9e328b23debbd45a.npz,EPSG:32644,0.9999,1.0,1.0,S2B_T44QND_20230306T051219_L2A,2023-03-06T05:14:14.542000Z,81.89596666666667,16.81542,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_716104,India,d5d453889dd9e761f87f,0,ok,d5d453889dd9e761f87f.npz,EPSG:32643,0.9991,0.9904,1.0,S2B_T43PCT_20230305T053523_L2A,2023-03-05T05:44:41.820000Z,73.79005,15.81757,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_187940,India,29cf568615f5eceea165,0,ok,29cf568615f5eceea165.npz,EPSG:32646,0.9933,0.9992,1.0,S2A_T46QDM_20240303T042950_L2A,2024-03-03T04:31:55.532000Z,92.46919000000001,23.735110000000002,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_924741,India,263458a30b9825b2d8ca,1,ok,263458a30b9825b2d8ca.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.32334,27.32951,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_280183,India,31bd5f8f182fb0e1cf10,0,ok,31bd5f8f182fb0e1cf10.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44QMG_20230227T051601_L2A,2023-02-27T05:23:27.201000Z,80.3608825,18.9664175,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_150953,India,9d37db062047d3a0ba3e,0,ok,9d37db062047d3a0ba3e.npz,EPSG:32643,0.999,1.0,1.0,S2B_T43QFF_20231011T053320_L2A,2023-10-11T05:42:35.233000Z,76.8776675,22.85958375,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_303954,India,a638cc83771f76c003ac,1,ok,a638cc83771f76c003ac.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.67119037037037,26.784386851851853,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_159084,India,cb59f483e954f9fcce54,0,ok,cb59f483e954f9fcce54.npz,EPSG:32644,0.998375,1.0,1.0,S2A_T44RMN_20240217T051716_L2A,2024-02-17T05:21:57.729000Z,80.70490333333333,24.88466,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_131235,India,aa7fcee50efc1de86495,0,ok,aa7fcee50efc1de86495.npz,EPSG:32644,0.9919,1.0,1.0,S2A_T44QLG_20240217T051716_L2A,2024-02-17T05:23:28.129000Z,79.917395,19.155815,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_840478,India,dda91776436a7840680f,1,ok,dda91776436a7840680f.npz,EPSG:32643,0.9992,1.0,1.0,S2A_T43QBG_20241112T054053_L2A,2024-11-12T05:52:27.070000Z,72.27285,23.53101,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_685335,India,eb9880696884a5498314,0,ok,eb9880696884a5498314.npz,EPSG:32644,0.9991,1.0,1.0,S2B_T44QQL_20230224T050739_L2A,2023-02-24T05:12:23.752000Z,83.78095,23.20869,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_214277,India,7846638963f118ea14bf,0,ok,7846638963f118ea14bf.npz,EPSG:32643,0.943325,0.992,1.0,S2B_T43QED_20240319T054135_L2A,2024-03-19T05:43:05.702000Z,75.83010857142858,21.070311428571426,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_336978,India,b26e5a1ea97cc32df291,1,ok,b26e5a1ea97cc32df291.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.39990533333334,27.53515819047619,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_818813,India,231b62ddd5f161f1006f,0,ok,231b62ddd5f161f1006f.npz,EPSG:32645,1.0,1.0,1.0,S2A_T45RTH_20230226T050141_L2A,2023-02-26T05:01:53.158000Z,84.9931,25.00696,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_559979,India,dd5203b5c9e9fdddabc0,0,ok,dd5203b5c9e9fdddabc0.npz,EPSG:32644,0.9969,1.0,1.0,S2A_T44RKU_20241119T053114_L2A,2024-11-19T05:40:30.994000Z,78.74432875,30.0004575,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_330067,India,ec5538dbf168fa70175d,1,ok,ec5538dbf168fa70175d.npz,EPSG:32644,0.9919,0.9696,1.0,S2B_T44PMV_20241026T051112_L2A,2024-10-26T05:15:13.784000Z,80.3458390909091,13.290329090909092,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_167566,India,abff9d7dfda427500c59,0,ok,abff9d7dfda427500c59.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44QLJ_20240113T051714_L2A,2024-01-13T05:22:59.336000Z,79.2961,20.7124,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_180727,India,e6037bd98f5dae361b98,0,ok,e6037bd98f5dae361b98.npz,EPSG:32643,0.915,1.0,1.0,S2B_T43RCL_20231123T055038_L2A,2023-11-23T05:51:22.122000Z,72.9817247368421,28.003166315789475,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_453785,India,95bface567dd90428ec3,1,ok,95bface567dd90428ec3.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.1241,27.482963333333334,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_948272,India,1dfdccfb500e2c44e410,0,ok,1dfdccfb500e2c44e410.npz,EPSG:32642,0.9816,0.8944,1.0,S2B_T42QXK_20241031T055945_L2A,2024-10-31T06:02:59.953000Z,70.22216,22.40037,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_4336,India,48ca56ffb6a8c89e807b,0,ok,48ca56ffb6a8c89e807b.npz,EPSG:32645,0.9996,1.0,1.0,S2B_T45QUC_20230313T045258_L2A,2023-03-13T05:03:08.146000Z,85.93076,19.86055,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_453784,India,cfe3896e9275e6f303c4,1,ok,cfe3896e9275e6f303c4.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.62082,27.730230000000002,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_804942,India,327dd0f4695816787f86,0,ok,327dd0f4695816787f86.npz,EPSG:32644,1.0,1.0,1.0,S2A_T44RMN_20240217T051716_L2A,2024-02-17T05:21:57.729000Z,80.85946,24.71464,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_950986,India,ec997bf59a6a72e84577,0,ok,ec997bf59a6a72e84577.npz,EPSG:32644,0.9979,1.0,1.0,S2B_T44QQF_20231111T050809_L2A,2023-11-11T05:13:37.366000Z,82.984205,18.751375,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_778471,India,6e6c2ba792ad97c3ec02,1,ok,6e6c2ba792ad97c3ec02.npz,EPSG:32644,0.9764,1.0,1.0,S2A_T44PLS_20230729T050900_L2A,2023-07-29T05:16:05.073000Z,79.671078,10.75582,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_755170,India,f22d07c91675eb73db34,0,ok,f22d07c91675eb73db34.npz,EPSG:32646,0.9736,0.9808,1.0,S2B_T46RDN_20240210T043557_L2A,2024-02-10T04:41:36.557000Z,92.3869,25.05692,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_51185,India,2083d49e8471555bc412,0,ok,2083d49e8471555bc412.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43RFP_20231115T053059_L2A,2023-11-15T05:40:36.150000Z,76.50254,29.9581,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_218748,India,6e9ca4f7ccd6599d6394,1,ok,6e9ca4f7ccd6599d6394.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46REQ_20230108T042807_L2A,2023-01-08T04:31:07.023000Z,93.780495,26.58155,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_637613,India,db3315674b0b35bef21c,0,ok,db3315674b0b35bef21c.npz,EPSG:32646,0.9996,1.0,1.0,S2A_T46QDM_20240303T042950_L2A,2024-03-03T04:31:55.532000Z,92.5795675,23.46225,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_771911,India,db540c6b7b0de0c44fca,0,ok,db540c6b7b0de0c44fca.npz,EPSG:32643,0.9647,1.0,1.0,S2B_T43QGE_20241101T052722_L2A,2024-11-01T05:32:49.092000Z,77.15120666666667,22.05985,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_563236,India,a9c0552119965ed3e3d7,1,ok,a9c0552119965ed3e3d7.npz,EPSG:32643,0.9882,1.0,1.0,S2B_T42QZK_20241028T055122_L2A,2024-10-28T05:52:59.303000Z,72.47583875,22.37442,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_46806,India,e276f7d4ca9cf0e902eb,0,ok,e276f7d4ca9cf0e902eb.npz,EPSG:32644,1.0,1.0,1.0,S2A_T44QPM_20240125T050059_L2A,2024-01-25T05:12:05.927000Z,82.91147000000001,23.97461,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_890382,India,969dfc16bca8b302b681,0,ok,969dfc16bca8b302b681.npz,EPSG:32643,0.99175,1.0,1.0,S2B_T43QBD_20230308T055223_L2A,2023-03-08T05:53:15.691000Z,72.96819,21.6352,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_466228,India,f3f041b166b0277bf591,1,ok,f3f041b166b0277bf591.npz,EPSG:32644,1.0,1.0,1.0,S2A_T44QPD_20230301T051224_L2A,2023-03-01T05:14:05.350000Z,82.42584,16.66818,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_260245,India,33c98146e5a335b11074,0,ok,33c98146e5a335b11074.npz,EPSG:32644,0.96815,0.9968,1.0,S2A_T44PKU_20230314T051815_L2A,2023-03-14T05:25:26.011000Z,79.0549,11.9559,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_566787,India,d0d0bc709d011dabc785,0,ok,d0d0bc709d011dabc785.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QDA_20230114T053155_L2A,2023-01-14T05:43:49.101000Z,74.50534,18.73688,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_448826,India,656600e1cb1882739eee,1,ok,656600e1cb1882739eee.npz,EPSG:32644,0.992775,1.0,1.0,S2B_T44PMC_20230306T051219_L2A,2023-03-06T05:14:32.233000Z,80.93802503937007,15.963070157480315,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_685019,India,9bd8c9ba0ad72aa41e25,0,ok,9bd8c9ba0ad72aa41e25.npz,EPSG:32644,0.9988,1.0,1.0,S2B_T44QQM_20230306T050332_L2A,2023-03-06T05:12:11.907000Z,82.98499,23.87725,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_434468,India,d281b7c097eb462a5f61,0,ok,d281b7c097eb462a5f61.npz,EPSG:32644,0.9978,1.0,1.0,S2A_T44RMQ_20230304T051951_L2A,2023-03-04T05:21:27.381000Z,80.60201,26.844325,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_1175,India,c41a37a83e7a0a7158bd,1,ok,c41a37a83e7a0a7158bd.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.14984607142857,27.260355,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_175519,India,f7eec88caa65097fadf0,0,ok,f7eec88caa65097fadf0.npz,EPSG:32643,0.9993,1.0,1.0,S2B_T43RFQ_20231004T054609_L2A,2023-10-04T05:50:19.156000Z,76.19210666666667,30.802993333333333,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_916321,India,e92639b4ecbe0b2ab628,0,ok,e92639b4ecbe0b2ab628.npz,EPSG:32642,0.9989,0.9968,1.0,S2B_T42QWL_20230212T060437_L2A,2023-02-12T06:12:42.669000Z,69.46309000000001,23.35768333333333,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_602312,India,9a165e5bdded532cf700,1,ok,9a165e5bdded532cf700.npz,EPSG:32645,1.0,1.0,1.0,S2B_T45QUG_20230313T045258_L2A,2023-03-13T05:02:10.339000Z,85.8391952631579,23.7756050877193,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_450150,India,5d639d8a157db94f8887,0,ok,5d639d8a157db94f8887.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43RFP_20231115T053059_L2A,2023-11-15T05:40:36.150000Z,76.64267,29.97328333333333,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_928915,India,7e65a4a97eca57d594c2,0,ok,7e65a4a97eca57d594c2.npz,EPSG:32644,0.9982,1.0,1.0,S2A_T44PLT_20230314T051815_L2A,2023-03-14T05:25:32.127000Z,79.19626,11.54979,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_468438,India,c350bcf19949369dfe0d,1,ok,c350bcf19949369dfe0d.npz,EPSG:32643,1.0,1.0,1.0,S2B_T42QZJ_20221218T054234_L2A,2022-12-18T05:53:08.056000Z,72.668992,21.166242,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_738976,India,59ae775ae3abeb8d437b,0,ok,59ae775ae3abeb8d437b.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QDA_20230114T053155_L2A,2023-01-14T05:43:49.101000Z,75.00822,18.60083,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_287846,India,95f25502154a5483842c,0,ok,95f25502154a5483842c.npz,EPSG:32644,0.944,1.0,1.0,S2B_T44QLD_20230227T051601_L2A,2023-02-27T05:24:14.407000Z,79.88020499999999,16.381230000000002,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_137792,India,1f508a14581fc506abae,1,ok,1f508a14581fc506abae.npz,EPSG:32642,1.0,1.0,1.0,S2B_T42RYP_20240524T055946_L2A,2024-05-24T06:01:58.599000Z,71.74980333333333,25.30199,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_776944,India,826ba2f4b57e0bab66a1,0,ok,826ba2f4b57e0bab66a1.npz,EPSG:32643,0.9835,1.0,1.0,S2B_T43QED_20240319T054135_L2A,2024-03-19T05:43:05.702000Z,75.40291,21.32562,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_196482,India,7c51371c5fa731ea62ea,0,ok,7c51371c5fa731ea62ea.npz,EPSG:32644,0.9963,1.0,1.0,S2B_T44QPF_20231111T050809_L2A,2023-11-11T05:13:40.734000Z,82.3603,18.0602,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_556182,India,fb7bc79eae7a1fa17052,1,ok,fb7bc79eae7a1fa17052.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.1739909090909,26.447754545454544,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_31373,India,6d45d15dc61116a5ab3a,0,ok,6d45d15dc61116a5ab3a.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43QEF_20240203T053030_L2A,2024-02-03T05:42:33.026000Z,75.65555,23.05014,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_57912,India,a629e44b129ce1dc82b8,0,ok,a629e44b129ce1dc82b8.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43REP_20241013T054552_L2A,2024-10-13T05:50:35.409000Z,75.31147222222222,30.53129,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_188751,India,0f1d58c05c83d9a1d3a3,1,ok,0f1d58c05c83d9a1d3a3.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.7957,27.0103,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_228152,India,1e23197fdae787a7cb89,0,ok,1e23197fdae787a7cb89.npz,EPSG:32643,0.9594,0.9008,1.0,S2B_T43QFU_20230401T052512_L2A,2023-04-01T05:34:21.522000Z,76.4582,16.995235,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_590172,India,7f99e900210d63ea0347,0,ok,7f99e900210d63ea0347.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFS_20231114T042757_L2A,2023-11-14T04:30:35.064000Z,94.60831,28.22059,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_3378,India,4e2d1fc392d04237024f,1,ok,4e2d1fc392d04237024f.npz,EPSG:32642,0.99655,0.9936,1.0,S2B_T42QWK_20241031T055945_L2A,2024-10-31T06:03:03.041000Z,69.88921,22.339559166666664,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_876211,India,dd0b3313b7470f5c35fd,0,ok,dd0b3313b7470f5c35fd.npz,EPSG:32644,0.9996,1.0,1.0,S2B_T44QME_20230224T050739_L2A,2023-02-24T05:14:00.519000Z,80.79546,17.47127,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_826442,India,f6b107e32842df7a7773,0,ok,f6b107e32842df7a7773.npz,EPSG:32642,1.0,1.0,1.0,S2B_T42QYK_20240105T055232_L2A,2024-01-05T06:02:56.525000Z,71.18945000000001,21.612943333333334,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_187081,India,777861b7d799a5460d44,1,ok,777861b7d799a5460d44.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.194445,27.381315,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_843413,India,3a769bb10015bfec013f,0,ok,3a769bb10015bfec013f.npz,EPSG:32644,1.0,1.0,1.0,S2A_T43QHV_20221224T052359_L2A,2022-12-24T05:24:06.911000Z,78.7784,17.29239,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_233386,India,55e6089e305415904e77,0,ok,55e6089e305415904e77.npz,EPSG:32644,0.9997,1.0,1.0,S2A_T44RNR_20230513T051520_L2A,2023-05-13T05:21:12.632000Z,81.2988,27.3549,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_811360,India,944f2d3ad09d7c728fd0,1,ok,944f2d3ad09d7c728fd0.npz,EPSG:32644,0.8966,1.0,1.0,S2A_T44QPD_20230301T051224_L2A,2023-03-01T05:14:05.350000Z,82.14677,16.86598,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_905301,India,8bc45559e917d639257f,0,ok,8bc45559e917d639257f.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43RGH_20230208T054008_L2A,2023-02-08T05:42:00.308000Z,77.07856,24.881014999999998,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_98260,India,dd1ac7e9f93f0212a3ce,0,ok,dd1ac7e9f93f0212a3ce.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43SER_20231024T054204_L2A,2023-10-24T05:50:09.011000Z,75.5486675,31.92688625,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_823237,India,4f6dc5e68573d3fa44f7,1,ok,4f6dc5e68573d3fa44f7.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.50609287671233,26.772755753424658,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_266959,India,5afbac7e41865a314628,0,ok,5afbac7e41865a314628.npz,EPSG:32643,0.93355,0.904,1.0,S2A_T43RGQ_20241129T053157_L2A,2024-11-29T05:40:18.618000Z,77.42633000000001,30.75618,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_773953,India,9e0e3ed6dd00acd35e0a,0,ok,9e0e3ed6dd00acd35e0a.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QHE_20221222T052753_L2A,2022-12-22T05:32:45.901000Z,77.91347,21.85352,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_371858,India,5231bf2a24586d7807a7,1,ok,5231bf2a24586d7807a7.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QBE_20241127T054324_L2A,2024-11-27T05:52:59.069000Z,73.01191181818182,21.73874545454545,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_425087,India,13afbd4fc60e035e13dc,0,ok,13afbd4fc60e035e13dc.npz,EPSG:32644,0.9832,1.0,1.0,S2A_T44QQG_20230130T051047_L2A,2023-01-30T05:13:19.346000Z,83.17536,19.56538,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_639273,India,7fa66bee6168c9bc6c9a,0,ok,7fa66bee6168c9bc6c9a.npz,EPSG:32644,0.98945,1.0,1.0,S2A_T44QMF_20240217T051716_L2A,2024-02-17T05:23:38.797000Z,80.3014525,18.33748375,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_850928,India,75f378952f9b9a926181,1,ok,75f378952f9b9a926181.npz,EPSG:32646,0.9975,1.0,1.0,S2A_T46QCM_20230302T043937_L2A,2023-03-02T04:41:51.391000Z,91.20182,23.63128,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_448765,India,13a16e2d643326ddc341,0,ok,13a16e2d643326ddc341.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43REQ_20221213T054232_L2A,2022-12-13T05:50:22.352000Z,75.30999,31.049795000000003,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_52746,India,360e4ca96ca247ef25a0,0,ok,360e4ca96ca247ef25a0.npz,EPSG:32643,0.9987,1.0,1.0,S2A_T43REP_20241013T054552_L2A,2024-10-13T05:50:35.409000Z,75.96802230769231,30.243334615384615,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
